,review_text,review_date,review_title,review_stars,review_flavor
10,"Mí expectativa quedó a medias. La crema se separa,si no se agita bien sale solo un líquido transparente y la parte blanca se queda en el envase.","Reviewed in the United States on December 2, 2023","4.0 out of 5 stars
Mi expectativa",4.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
11,I love love love love love this product. Thank you so much.,"Reviewed in the United States on December 13, 2023","5.0 out of 5 stars
Sunscreen",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
12,Vale la pena! cumplió todas mis expectativas,"Reviewed in the United States on December 12, 2023","5.0 out of 5 stars
Precio",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
13,"Mi protector favorito, ya que cubre bastante y se absorve rapido.","Reviewed in the United States on December 8, 2023","5.0 out of 5 stars
Excelente producto..",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 2)Style: SPF 45
14,Buen producto,"Reviewed in the United States on December 14, 2023","5.0 out of 5 stars
Buena oferta",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 3)Style: SPF 70
15,Did the job and I am happy with this product.,"Reviewed in the United States on December 7, 2023","5.0 out of 5 stars
Love this product",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
16,Fácil de aplicar no deja rastro blanco  pero con el tiempo se vuelve grasosa la cara ..,"Reviewed in the United States on November 25, 2023","4.0 out of 5 stars
No es para piel grasa",4.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
17,Se deja aplicar en la piel fácilmente y ne absorbe rápido.  Un buen protector y súper para las marchitas de la piel.  Lo volveré a comprar!,"Reviewed in the United States on November 24, 2023","5.0 out of 5 stars
Excelente producto.",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
18,N/A,"Reviewed in the United States on December 11, 2023","5.0 out of 5 stars
Super Bueno",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
19,"I like the sunscreen, I just don't like the white cast that it leaves on the skin","Reviewed in the United States on November 28, 2023","5.0 out of 5 stars
Nice",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
20,Works perfectly,"Reviewed in the United States on December 1, 2023","4.0 out of 5 stars
Good",4.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
21,Lightweight and easy to apply,"Reviewed in the United States on December 2, 2023","5.0 out of 5 stars
Lightweight Easy to Apply",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
22,"It leaves a smell but it's super good for this price. There is no oily-ness left over after rubbing it in and leaves a dry touch as the name suggests. There is minimal whitecast and feels invisible after putting it on. Though it does dry down quickly so you'd have to smooth it out quickly too. Once it dries, you're left with whatever you have at the moment (if you have white streaks, you're stuck with that). It also takes a while to wash off but I think it's worth it for the protection you're getting.","Reviewed in the United States on October 14, 2023","5.0 out of 5 stars
Great Sunscreen",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 2)Style: SPF 45
23,Overall good product would wish to try the other sunscreens of this Neutrogena line.,"Reviewed in the United States on November 29, 2023","5.0 out of 5 stars
Goes on clear for all skin shades",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 2)Style: SPF 45
24,Excente producto,"Reviewed in the United States on December 8, 2023","5.0 out of 5 stars
Este producto se vuelve necesario para ls vida diaria",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
25,Perfect for the face,"Reviewed in the United States on December 4, 2023","5.0 out of 5 stars
A must have",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
26,Love this product for not being greasy or oily - also smells great!,"Reviewed in the United States on November 27, 2023","5.0 out of 5 stars
Smells great with non oily feel!",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
27,"El embalaje es Perfecto, todo llegó intacto ( venía cristal) estoy satisfecha, gracias 😁","Reviewed in the United States on November 26, 2023","5.0 out of 5 stars
Gracias Amazon",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
28,"I loved this sunscreen. My skin is sensitive and tends to dehydrate easily, as well as redden easily in the sun or have small acne breakouts when a product clogs pores and although this sunscreen is really cheap (less than $10), I don't get any of that using it. I use it mostly when I run not so early in the morning or go to an outdoor activity, and despite sweating, it stays on the skin. Also, it has a mild essence that fades within minutes.","Reviewed in the United States on October 18, 2023","5.0 out of 5 stars
My current essential",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
29,It spreads nicely without leaving a thick residue.  I have sensitive skin and it did not give me any kind of reaction.  Seems to have worked well being exposed to many sunny days in our vacation.,"Reviewed in the United States on October 30, 2023","4.0 out of 5 stars
Works for sensitive skin",4.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
30,"I use this sunscreen daily.It does not leave a white cast on my light skin but it does on my partner’s dark skin. Even though there is a slight white cast on dark skin, it still isn’t as bad as other brands. It is somewhat greasy, but I have oily skin. It blends well and is easy to spread.My only con is that after 8-12 hours of wear (I work 10-12 hours), it SERIOUSLY burns my eyes. If I scratch or rub near my eye, it will burn enough to make me have to wash it off. Because of this, I wouldn’t put it on my baby.But I still love this sunscreen. The price point for the amount of product is great.","Reviewed in the United States on December 3, 2023","4.0 out of 5 stars
My daily sunscreen (adult female), wouldn’t put this on a baby",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
31,"I wanted to love this sunscreen. I loved that it did not have sulfates, parabens, etc. I loved that it had a lot of natural ingredients. When I used it I loved that it spread well, did not leave a white cast and absorbed well so I could apply under makeup without it feeling greasy or pilling.  I did not do a patch test, my mistake. I did not realize that Methyl Dihydroabietate is derived from pine resin. I discovered my allergy to pine resin years ago while cutting down a pine tree for Christmas. I experienced contact dermatitis. My face, neck and upper chest became very red and itchy after using this for a few days. No one else in the family had problems and really liked this sunsceen but I will probably not buy again. I will buy something that everyone can use.","Reviewed in the United States on November 4, 2023","4.0 out of 5 stars
I'm allergic but other family members love it!",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
32,I love the sunscreen! Easy to apply and doesn't leave a white cast. Definitely check the expiration date. I received my sunscreen in September 2023 and it's expiration date is November 2023. Wish I would have noticed sooner.,"Reviewed in the United States on December 12, 2023","4.0 out of 5 stars
Good product",4.0 out of 5 stars,Size: 4.00 Fl Oz (Pack of 2)
33,I recommend you to purchase this product,"Reviewed in the United States on December 15, 2023","5.0 out of 5 stars
Great",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
34,"This is hands down my favorite sunscreen for kids.First off, love that it's SPF 50 but doesn't leave an absolute mask of whiteness. There's still a cast, but it's tolerable.What really sets Pipette apart is how gentle and moisturizing it is. It goes on smoothly and doesn't leave that sticky or greasy feeling that some other sunscreens do. I feel like it's a dual moisturizer + SPF with the squalane.The fact that it's a mineral sunscreen is another major plus. At my child's age, I will not use chemical sunscreens on their face yet. It's safe and hypoallergenic. I see lots of derms on social media rave about it as being great for kids and I agree. We have gone through multiple bottles.All in all, Pipette Mineral Sunscreen has become a staple in our family. It's not just sun protection; it's skin care that I can feel good about. I highly recommend it to anyone looking for a gentle, moisturizing sunscreen for their kids. It's a total game-changer!","Reviewed in the United States on September 27, 2023","5.0 out of 5 stars
The absolute best kid sunscreen",5.0 out of 5 stars,Size: 4.00 Fl Oz (Pack of 2)
35,"I have pale, dry skin, and I burn easily. I wear sunscreen for preventing premature aging, so I wear this on my face, neck, and hands. I also have mild rosacea.Also, as much as I do prefer mineral sunscreens, some of the claims they make have been proven false or exaggerated. Science can't actually prove that chemical sunscreens harm coral reefs because they can't test on a large enough scale. And the claim that harmful chemicals are absorbed into the bloodstream is mostly a marketing tactic, not all sunscreen chemicals are harmful. Do your own research, and remember: the best sunscreen is the one that you will wear every day.That being said, here are my pros and cons for this sunscreen.The pros:- this is a mineral sunscreen: my face in particular can't handle chemical sunscreens- it's lightweight and easy to rub in- it doesn't burn my eyes unless I rub them and get the product in them, which is my own fault- it leaves a dewy finish. My skin is dry, so I prefer this to a matte finish- I get a tiny amount of white cast, but it goes away after it gets absorbed into the skin- it is very moisturizing, I stopped using my moisturizer in the morning when I started using this- it smells like sunscreen, but not really. And it goes away almost instantly- it's broad spectrum and SPF 50. We don't know the PPD value, but 20% zinc oxide is pretty high, and zinc oxide itself is a good sun-blocking ingredient.- the ingredients: squalene is super moisturizing, and glycerin is a good humectant. It's also fragrance-free- it's NOT water-resistant. This is a pro for me for 2 reasons. (1) some water-resistant sunscreens make my face break out and (2) I can't wash my face with a cleanser every day, so I need a sunscreen that comes off with just waterThe cons:- it feels weird on the skin before it absorbs. While squalene is very moisturizing, it has a texture and if you're sensitive then this can be a little uncomfortable for a few minutes while it absorbs.- it's also sticky while it's absorbing- if you put a full 2 fingers worth on at one time, it feels weird and heavy. I do 1 finger, let it absorb, then do another 1 fingerI work in an office, so I only apply this before I leave for work. If I'm out for the day, I re-apply every 2 hours. After the 4th or so application it does start to feel heavy, but at least I know my skin is moisturized and protected.All in all, I will be repurchasing this as long as they don't make it water-resistant. I can wear it every day, and reapply as needed with no issues.Update 5/9/2022I have repurchased this sunscreen twice now. I still love it and it's the only one I can use consistently. Another pro is that the squalane makes this a really good slip for my morning gua sha routine.","Reviewed in the United States on October 31, 2021","5.0 out of 5 stars
I love this sunscreen!",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
36,"At last- a mineral sunscreen that moisturizes & blends in, leaving no pale mask. Can't wear regular (non-mineral) sunscreens due to irritation. I'm a happy camper with this!","Reviewed in the United States on November 16, 2023","5.0 out of 5 stars
No white mask!",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
37,"It caused an allergic reaction.But first the pros: Pipette gets a gold star rating for being a clean product.  The texture is great and it goes on easily. Minimal white cast that fades really fast.  Sadly, I have a severe allergic reaction to something in this sunscreen. I have NEVER had an allergic reaction to anything.  Ever.  I do have sensitive skin so I’m really careful about products that I use.  I have rosacea. That could possibly be a factor.  I originally thought other products were to blame because how could this amazing sunscreen be the culprit??!  So sadly, I had 3 major flare ups. Each time, I am talking about burning and itching that makes you crazy, swelling, yelps. Mainly on my neck.  Benadryl would help.  A week of nothing but Cetaphil and aquaphor. The reaction to my face is less severe but my skin would feel like sandpaper. It would take an entire week to get better. My arms and hands had minor redness and itching.  I need to figure out which ingredient caused the problem","Reviewed in the United States on November 5, 2023","3.0 out of 5 stars
Allergic reaction",3.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
38,"Es fácil de usar y de verdad 100 × ciento segura para la piel, comprobado por yuca.com.","Reviewed in the United States on November 22, 2023","5.0 out of 5 stars
La mejor para el cuidado de todo tipo de  piel!",5.0 out of 5 stars,Size: 4.00 Fl Oz (Pack of 3)
39,"I absolutely love this mineral sunscreen for not only my littlest baby, but the whole family! It has a minimal smell, seems like it will be oily when you first put it on but it ends up absorbing very well, and I love the ingredients above all! Thank you Pipette :)","Reviewed in the United States on October 25, 2023","5.0 out of 5 stars
Goes on smooth, no oily residual feeling",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
40,"It doesn’t have all the nasty stuff that the expensive sunscreens have in them.  Oxybenzone, homosalate and octocrylene are bad for humans!","Reviewed in the United States on November 10, 2023","5.0 out of 5 stars
I love this sunscreen",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
41,This sunscreen is favorable because it doesn’t leave behind the white residue like many other clean sunscreen products! It blends easily and my kids have never been sunburnt while wearing it!,"Reviewed in the United States on November 2, 2023","5.0 out of 5 stars
Great product!",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
42,"I've been using this sunscreen for about a year now. I am afrolatina and wear Fenty Beauty Pro Filter color 350, Loreal True Match liquid color W7, and Makeup Forever Ultra HD stick color Y445 for skin color reference.I have very sensitive skin. I cannot wear the Neutrogena Clear Face chemical sunscreen because it irritates the skin on my face, as do most chemical sunscreens.My dilemma was being able to find a mineral sunscreen that would not leave a white cast on my face. I don't like to wear makeup very often, so I do not have the option of covering up any potential white cast.Pipette has been absolutely wonderful! It is so gentle on my skin. My eyes do not burn, even when I sweat, and it doesn't give me a white cast.THINGS TO NOTE-I'll start by saying that I apply A LOT of sunscreen. I put a large nickel to quarter size amount on my fingers and rub it into my face and on my neck. So if this sunscreen was going to give a white cast, I would know.-The first ""trick"" I noticed to avoiding a white cast is that the sunscreen absorbs better when I have applied my serums and moisturizer first. In the MORNING use Timeless Vitamin C serum, followed by the Timeless Coenzyme Q10 serum, and I finish with the CeraVe PM Facial Moisturizing Lotion. I don't use AM because it has sunscreen in it. After I apply those three products, I put on the Pipette sunscreen. On days where I've been in a rush and just put on sunscreen, I noticed that it took longer and required more rubbing to get the sunscreen to absorb. And even then, I felt like there was just the smallest hint of a white cast.-The second ""trick"" (or more of a notice) is that you have to give the sunscreen about 10 min to absorb. It will look like you will have a white cast right after you first apply, but after 10 min, it absorbs and clears up. So factor that time into your morning routine.-It goes great under makeup. I use liquid and stick foundations (with some powder over), and I have not noticed any change in application. I used to have very oily skin (particularly t-zone), but my skin is more normal now since I've been using tretinoin.-You may think that the sunscreen will make your face shiny or sticky upon first application, but it doesn't. Again, give it about 10 min to absorb.","Reviewed in the United States on October 21, 2021","5.0 out of 5 stars
Awesome Mineral Sunscreen for Melanated Skin (No White Cast)",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
43,"I used to wear Artistry sunscreen but the price was exorbitant, $43 for 1.0fl. oz. I switched to Neutrogena, a chemical sunscreen and my skin had a reaction to it. It smelled chemical-like, and I couldn’t tell how heavy it was until I switched back to mineral sunscreen.If you’ve had and are currently wearing sunscreens that have ingredients similar to the Neutrogena Ultra Sheer below, you’d see a huge difference in both the application and the touch of the Pipette sunscreen on your skin. This Pipette sunscreen feels very light on my skin, I haven’t had any reaction to it, and it doesn’t make my skin sweaty or sticky.This brand also advertises that the sunscreen can be washed down easily with water, and this is true as I haven’t had any troubles washing and cleaning my face at the end of the day, which was a big difference compared to the chemical sunscreen, where I always had this sticky feeling trying to clean it off my skin. As most sunscreens out there, you do need to reapply every 2-3 hours if you’re out about in the sun most of the day to keep it as effective as possible in protecting your skin.In terms of whitecast, as a few other users have mentioned in their reviews, I avoid it by applying a small amount twice. I don’t splash a whole chunk of sunscreen on my face at one time because — this is a mineral sunscreen with zinc oxide, and I noticed that zinc oxide is one of the main ingredients that make your face go white if applied too much. So, I make sure to dab small dots around my skin and blend it well before applying another layer. You do this to your neck as well, you don’t want to leave your neck’s skin color unmatched to your face and be vulnerable to the sunlight. After a few minutes, your skin will look just fine.Of course, I do expect that my face may glow a bit whiter than other parts, but it just means people may know you’re wearing sunscreen to protect yourself. And this varies between different skin types too. I’m Asian so I have a warm-ish-yellow undertone, and this sunscreen suits me well.","Reviewed in the United States on July 1, 2022","5.0 out of 5 stars
Mineral Sunscreen",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
44,"I have been purchasing this sunscreen exclusively for the past 2 years and have mixed feelings about it.Pros:Great, safe ingredientsDoesn't break me outDoesn't sting eyesWhite cast is not too bad on my light-medium asian skinPrice is really great for 4 fl ozCon:Super oily. Like REALLY OILY.This is the only con, and I usually just deal with it, but sometimes it really bothers me. I understand this is a mineral sunscreen and those tend to get chalky and flaky. Wish this was less oily and it would be a perfect sunscreen.I have bought this for my grandma and husband as well. My husband hates chemical sunscreens because they sting his eyes so we he is comfortable using this one.","Reviewed in the United States on May 31, 2023","4.0 out of 5 stars
Mixed feelings but overall recommend over most others",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
45,"I have lupus and react to the sun very easily & quickly so I’m always looking for skincare products to keep me safer. I normally use the Everyday Humans Oh My Bod! sunscreen and really like it, but I saw so many positive reviews for this brand that I gave it a try. It has a decent smell (not like chemicals or perfumed) and applies easily, but no matter who much I rub it in, it leaves a white tinge on my skin (I’m from India and consider myself to be medium to olive skin tone) . It’s fine if I’m at home, but my plan was to keep one in my purse for on the go application.","Reviewed in the United States on June 18, 2023","4.0 out of 5 stars
Nice ingredients, but does leave a white tint",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
46,"I was starting to have red, irritated patches in varying spots (my forehead, cheeks, above my nose and nose) that I had chalked up to tretinoin irritation/sensitivity. I finished off a way less cosmetically elegant zinc sunscreen while working from home for a week or so and my skin recovered. Then, I switched to this fully for a couple days, and when the redness and irritation came back, I had my suspicions this was the culprit, and searched reviews - yep, I seem to be one of the unfortunate folks who are reacting to something in this sunscreen, even if my reaction is (thankfully) not as bad as many.I will say I totally loved how this felt on my skin, the minimal white cast, and was fine with the greasiness and the hydration it provided considering how drying most zinc only sunscreens are - the dewy look is in, anyway. My skin has broken out from many other sunscreens I've trialed, so I was so happy this NEVER caused breakouts for me.I had spot tested this on my jaw for a few days before putting it all over my face, and the jaw area never had reactions, so I'd recommend that while testing this out, you try somewhere you tend to breakout (jaw/chin for me), and then also a more sensitive area (maybe a cheek?) before putting it all over - even if you're not someone who rarely gets rashes or allergic reactions to products.This is a very affordable sunscreen, in addition to being the most cosmetically elegant mineral one I've ever used (including the now discontinued topix replenix sheer physical spray and cream), if it works for you! I'm so bummed that wasn't the case for me. I have no idea what the culprit irritating ingredient is, but if they ever reformulate, I'd absolutely try it again.","Reviewed in the United States on February 25, 2023","3.0 out of 5 stars
Wanted to love this - but it makes my skin itchy and red",3.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
47,"The media could not be loaded.
                



 Pipette SPF 50 is probably the most lotion-like mineral sunscreen I’ve ever applied, so immediately it stood out to me. I loved it initially because application is a breeze. It’s so smooth and rubs in like a non-SPF lotion. But that initial impression quickly faded when it stayed sticky and shiny on my skin until I finally washed it off at the end of the night. Everything sticked to me when I wore this and it wasn’t a feeling I could get used to.The high percentage of squalane is probably to blame for the stickiness and shininess. Some people may enjoy the shine and perceive it as dewiness. My skin doesn’t take well to any high-oil products and generally they just sit on top of my skin, despite how light of an oil squalane is. If your skin loves and absorbs oil well, you may have a better experience with this product.As far as protection goes, 20% zinc oxide is very ideal for good UVA and UVB protection. Despite the high zinc oxide percentage, there’s virtually no white-cast (at least on my NC20 skin), and I’m not sure how Pipette succeeded in doing this but it’s impressive. They claim to not use non-nano zinc but from what I understand, there isn’t strong regulation on what is considered nano and non-nano zinc. I really don’t know what to think.As advertised, this sunscreen rinses off easily since it’s not water-resistant. This is obviously a pro for babies because you don’t want to have to scrub it aggressively off your baby at any point. But this also means it’s not a product that I’d want to use if I’m working out outdoors or swimming.","Reviewed in the United States on September 16, 2022","4.0 out of 5 stars
Lotion-like experience",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
48,"Quick summary, read for more detail: I would repurchase this product. For the price, you cannot beat the level of Zinc and SPF it has. Good ingredients and is hydrating. However, YES there is a white case that requires you to really take your time and blend it. Even after blending, there will likely be white patches or some white areas. With time, the whiteness does go down.For starters, I am a 4 on the Fitzpatrick scale. If you are like me, and all other people of color, you know that finding a mineral sunscreen that is affordable and does not leave us looking like ghosts - is difficult. I have searched so many mineral sunscreens and was excited to try this one. I am on Retin-A so I need a sunscreen.Everyone saying there is no white cast is not applying enough - seriously. But it's not all the way horrible. For the amount of Zinc, I think that it's manageable. It takes me around 3 minutes to work it in to my skin and blend it. After about 15 minutes it actually is pretty clear and fairly unnoticeable. But be prepared to blend, blend and blend. I look blue when I put it on at first, but I start to blend it all over and then gradually it kinda subsides - emphasis on kinda. People do notice that I look whiter (on the face) with it on. But I think overtime it kinda goes down.However, if you are peeling, the sunscreen latches itself onto dry patches leaving white blotches everywhere. So if you are peeling from any treatment or medication, good luck. I would also like to see EWG rating of this product and the UVA protection value which they currently do not show.Pros:- Generally, this sunscreen feels amazing on the skin. It leaves a nice glow and I like how hydrating it is.- No scent which is amazing.- After blending for a while and letting it sit, it does become fairly clear.- Good price for oz.Cons:- Emphasizes peeling skin by not blending in.- Requires a lot of time blending if you are a POC.- Subtle white cast","Reviewed in the United States on January 17, 2021","4.0 out of 5 stars
Men's POV - Yes, there is a white cast on tan skin.",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
49,I like mineral sunscreens but I am still wary of using a lot as to avoid breakouts. I have combo skin,"Reviewed in the United States on December 5, 2023","3.0 out of 5 stars
Still trying to find the best sunscreen",3.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
50,"UPDATE:- Unfortunately there is a white cast under artificial light. If i'm under the sun it is fine so I would recommend this for beaches/hikes/runs etc. However, I would not wear this in the office as I become grey.ORIGINAL REVIEW:For reference I have dry and sensitive skin and was using a chemical sunscreen beforehand but am moving to use tret so I wanted a mineral sunscreen.[ THE PHOTO IS MY SKIN WITH THE SUNSCREEN ON, BARELY / NO WHITE CAST]I have tanish/lighter skin and other mineral moisturizers left a white cast on me (Cerave especially and Aveeno children's mineral sunscreen). The supergoop sunscreen also made me breakout which may be due to the silicone.In terms of this mineral sunscreen:1. It has a very very very faint/nonexistent white tint on my skin tone. But it is easily blendable if I keep rubbing it into my face.2. It is very moisturizing. Some people may not like this if they do not like stickier sunscreens, but I do not like the chalky texture of many mineral sunscreens and this sunscreen actually moisturizes my skin pretty well given that I have dry skin/will be using drying chemicals.3. I did not breakout from this sunscreen at all. My skin did not react in any type of way—though it has to other sunscreens in the past.4. Getting this sunscreen off is not difficult. I use an oil cleanser than use the Cerave foaming cleanser at night and I am able to get this off easily.5. This suncreen does not pill when I use the Aveeno lotion (Green Daily Moisturizing Lotion), but it does pill if I use the Cerave Moisturizing cream so please be aware for anyone else using this. I am able to reapply it multiple times without pilling.Overall, I am a big fan of this sunscreen as I have no breakouts, it's easy to apply, doesn't pill with my Aveeno lotion, and is pretty moisturizing!","Reviewed in the United States on December 31, 2022","3.0 out of 5 stars
[EDITTED 5STARS --> 3 STARS] Moisturizing, no Breakouts EDIT: BUT WHITE CAST under artificial light!",3.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
51,We bought this product for our baby and for the family to have a non-toxic sunscreen. It works like any ordinary sunscreen and gets the job done. But I will warn you it’s much thicker and you may look like a ghost at first! It eventually absorbs and I love this brands reputation! We have bought several other products of theirs and been very happy!,"Reviewed in the United States on July 8, 2023","4.0 out of 5 stars
So far, so good!",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
