,review_text,review_date,review_title,review_stars,review_flavor
13,It protects my skin well and gives it glow,"Reviewed in the United States on October 30, 2023","4.0 out of 5 stars
Glow",4.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
14,"No es como la última que compre, no está pastosa aunque la mueva mucho está muy aguada pero hace el trabajo","Reviewed in the United States on October 22, 2023","4.0 out of 5 stars
Está muy aguada",4.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 100+
15,More coverage then  expected also goes on smooth Not greasy Thank You,"Reviewed in the United States on October 28, 2023","5.0 out of 5 stars
Excellent",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
16,"Es unos de mis protectores favorito, lo utilizo een el diario","Reviewed in the United States on October 30, 2023","5.0 out of 5 stars
Bien",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
17,No deja la piel grasa es suave y huele muy bien,"Reviewed in the United States on October 29, 2023","5.0 out of 5 stars
Es el mejor",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
18,didnt leave a white cast like most sun screens do! usually goes on well with no irritation (I have sensitive skin) but once I put it on (I think I had gotten sun burnt earlier in the day when I didn't have sunscreen on) and it tingled. A LOT. it was very uncomfortable but that's just what I get for not putting on sunscreen earlier I guess,"Reviewed in the United States on September 28, 2023","5.0 out of 5 stars
no white cast!",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
19,Silky feel when applying  nice,"Reviewed in the United States on October 31, 2023","5.0 out of 5 stars
Face product",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
20,It is a good product and it helped me a lot. Thanks,"Reviewed in the United States on October 28, 2023","5.0 out of 5 stars
I loved it",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
21,Unlike the zinc protection this is easier to apply and take off. It doesn’t clog your skin up as the baby zinc product does. Better than spray as it doesn’t leave oily residue.It does on occasion burn around my eyes but not always. Still good for sensitive skin or those with immune flairs whose skin likes to rebel against products on its surface.,"Reviewed in the United States on September 28, 2023","5.0 out of 5 stars
No film after washing it off",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
22,Hace su trabajo,"Reviewed in the United States on October 27, 2023","4.0 out of 5 stars
Funciona bien",4.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
23,"I was looking for strong sunscreen (50SPF and up are really what you need for it to be effective) for my face. It has a very light scent but it’s quite nice. Did not leave my skin feeling sticky and did not melt off when I went outside. Honestly, feels like a nice moisturizer while still protecting the skin. Did not leave a white cast on the face. A little goes a long way!","Reviewed in the United States on September 22, 2023","5.0 out of 5 stars
doesn’t leave sticky feeling and still moisturizing",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
24,"Love Neutragena's Ultra Sheer series sunscreen. Been using this for years and it is the only sunscreen I have experienced that does not have the oily film once you applied them. Also super easy to apply, does not need extra rub to spread the cream. So far I do not have any complain for the sun protection ability, but that is actually very subjective as it is not a easily gauge aspect. Would recommend everyone to give it a try.","Reviewed in the United States on September 17, 2023","5.0 out of 5 stars
Best sunscreen without the oily residue",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
25,"It’s always good to read ‘real’ reviews before purchasing anything. I read, everyone was saying it was a great product however, I have received my sunscreen and guess what? White cast🤦🏾‍♀️it wasn’t that bad as ‘CeraVe spf 50’ but I thought it would just leave my face to my natural skin tone which is brown skin. Because I use makeup under the product, I don’t really care but suppose I don’t wanna wear makeup one day? But it’s 8/10 for me.","Reviewed in the United States on September 12, 2023","4.0 out of 5 stars
It’s okay…",4.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
26,This sunscreen is the lightest I have ever found. It’s not thick or pasty. It spreads easily and feels more like a moisturizer.,"Reviewed in the United States on October 13, 2023","5.0 out of 5 stars
Best Sunscreen",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
27,I use this sunscreen when playing golf.  It's easy to apply & works well for my skin.,"Reviewed in the United States on October 16, 2023","5.0 out of 5 stars
Excellent",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
28,Protege y no deja sensación grasa,"Reviewed in the United States on October 21, 2023","4.0 out of 5 stars
Perfecto",4.0 out of 5 stars,Size: 3 Fl Oz (Pack of 1)Style: SPF 70
29,Buen producto a buen precio,"Reviewed in the United States on October 28, 2023","5.0 out of 5 stars
Good product",5.0 out of 5 stars,Size: 3 Fl Oz (Pack of 3)Style: SPF 70
30,"This is hands down my favorite sunscreen for kids.First off, love that it's SPF 50 but doesn't leave an absolute mask of whiteness. There's still a cast, but it's tolerable.What really sets Pipette apart is how gentle and moisturizing it is. It goes on smoothly and doesn't leave that sticky or greasy feeling that some other sunscreens do. I feel like it's a dual moisturizer + SPF with the squalane.The fact that it's a mineral sunscreen is another major plus. At my child's age, I will not use chemical sunscreens on their face yet. It's safe and hypoallergenic. I see lots of derms on social media rave about it as being great for kids and I agree. We have gone through multiple bottles.All in all, Pipette Mineral Sunscreen has become a staple in our family. It's not just sun protection; it's skin care that I can feel good about. I highly recommend it to anyone looking for a gentle, moisturizing sunscreen for their kids. It's a total game-changer!","Reviewed in the United States on September 27, 2023","5.0 out of 5 stars
The absolute best kid sunscreen",5.0 out of 5 stars,Size: 4.00 Fl Oz (Pack of 2)
31,"I absolutely love this mineral sunscreen for not only my littlest baby, but the whole family! It has a minimal smell, seems like it will be oily when you first put it on but it ends up absorbing very well, and I love the ingredients above all! Thank you Pipette :)","Reviewed in the United States on October 25, 2023","5.0 out of 5 stars
Goes on smooth, no oily residual feeling",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
32,This sunscreen is favorable because it doesn’t leave behind the white residue like many other clean sunscreen products! It blends easily and my kids have never been sunburnt while wearing it!,"Reviewed in the United States on November 2, 2023","5.0 out of 5 stars
Great product!",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
33,"I have pale, dry skin, and I burn easily. I wear sunscreen for preventing premature aging, so I wear this on my face, neck, and hands. I also have mild rosacea.Also, as much as I do prefer mineral sunscreens, some of the claims they make have been proven false or exaggerated. Science can't actually prove that chemical sunscreens harm coral reefs because they can't test on a large enough scale. And the claim that harmful chemicals are absorbed into the bloodstream is mostly a marketing tactic, not all sunscreen chemicals are harmful. Do your own research, and remember: the best sunscreen is the one that you will wear every day.That being said, here are my pros and cons for this sunscreen.The pros:- this is a mineral sunscreen: my face in particular can't handle chemical sunscreens- it's lightweight and easy to rub in- it doesn't burn my eyes unless I rub them and get the product in them, which is my own fault- it leaves a dewy finish. My skin is dry, so I prefer this to a matte finish- I get a tiny amount of white cast, but it goes away after it gets absorbed into the skin- it is very moisturizing, I stopped using my moisturizer in the morning when I started using this- it smells like sunscreen, but not really. And it goes away almost instantly- it's broad spectrum and SPF 50. We don't know the PPD value, but 20% zinc oxide is pretty high, and zinc oxide itself is a good sun-blocking ingredient.- the ingredients: squalene is super moisturizing, and glycerin is a good humectant. It's also fragrance-free- it's NOT water-resistant. This is a pro for me for 2 reasons. (1) some water-resistant sunscreens make my face break out and (2) I can't wash my face with a cleanser every day, so I need a sunscreen that comes off with just waterThe cons:- it feels weird on the skin before it absorbs. While squalene is very moisturizing, it has a texture and if you're sensitive then this can be a little uncomfortable for a few minutes while it absorbs.- it's also sticky while it's absorbing- if you put a full 2 fingers worth on at one time, it feels weird and heavy. I do 1 finger, let it absorb, then do another 1 fingerI work in an office, so I only apply this before I leave for work. If I'm out for the day, I re-apply every 2 hours. After the 4th or so application it does start to feel heavy, but at least I know my skin is moisturized and protected.All in all, I will be repurchasing this as long as they don't make it water-resistant. I can wear it every day, and reapply as needed with no issues.Update 5/9/2022I have repurchased this sunscreen twice now. I still love it and it's the only one I can use consistently. Another pro is that the squalane makes this a really good slip for my morning gua sha routine.","Reviewed in the United States on October 31, 2021","5.0 out of 5 stars
I love this sunscreen!",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
34,"If you care about more than 20% zinc oxide in your face sunscreen, this is for you! The only ine out of the many Ive tried that wont leave your face white. Super thin texture and it moisturizes the skin. You have to shake it well though, the oil sometimes comes first. But that stops happen after you use it many times","Reviewed in the United States on September 20, 2023","5.0 out of 5 stars
By far the best",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
35,"I have lupus and react to the sun very easily & quickly so I’m always looking for skincare products to keep me safer. I normally use the Everyday Humans Oh My Bod! sunscreen and really like it, but I saw so many positive reviews for this brand that I gave it a try. It has a decent smell (not like chemicals or perfumed) and applies easily, but no matter who much I rub it in, it leaves a white tinge on my skin (I’m from India and consider myself to be medium to olive skin tone) . It’s fine if I’m at home, but my plan was to keep one in my purse for on the go application.","Reviewed in the United States on June 18, 2023","4.0 out of 5 stars
Nice ingredients, but does leave a white tint",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
36,"I have been purchasing this sunscreen exclusively for the past 2 years and have mixed feelings about it.Pros:Great, safe ingredientsDoesn't break me outDoesn't sting eyesWhite cast is not too bad on my light-medium asian skinPrice is really great for 4 fl ozCon:Super oily. Like REALLY OILY.This is the only con, and I usually just deal with it, but sometimes it really bothers me. I understand this is a mineral sunscreen and those tend to get chalky and flaky. Wish this was less oily and it would be a perfect sunscreen.I have bought this for my grandma and husband as well. My husband hates chemical sunscreens because they sting his eyes so we he is comfortable using this one.","Reviewed in the United States on May 31, 2023","4.0 out of 5 stars
Mixed feelings but overall recommend over most others",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
37,"I've been using this sunscreen for about a year now. I am afrolatina and wear Fenty Beauty Pro Filter color 350, Loreal True Match liquid color W7, and Makeup Forever Ultra HD stick color Y445 for skin color reference.I have very sensitive skin. I cannot wear the Neutrogena Clear Face chemical sunscreen because it irritates the skin on my face, as do most chemical sunscreens.My dilemma was being able to find a mineral sunscreen that would not leave a white cast on my face. I don't like to wear makeup very often, so I do not have the option of covering up any potential white cast.Pipette has been absolutely wonderful! It is so gentle on my skin. My eyes do not burn, even when I sweat, and it doesn't give me a white cast.THINGS TO NOTE-I'll start by saying that I apply A LOT of sunscreen. I put a large nickel to quarter size amount on my fingers and rub it into my face and on my neck. So if this sunscreen was going to give a white cast, I would know.-The first ""trick"" I noticed to avoiding a white cast is that the sunscreen absorbs better when I have applied my serums and moisturizer first. In the MORNING use Timeless Vitamin C serum, followed by the Timeless Coenzyme Q10 serum, and I finish with the CeraVe PM Facial Moisturizing Lotion. I don't use AM because it has sunscreen in it. After I apply those three products, I put on the Pipette sunscreen. On days where I've been in a rush and just put on sunscreen, I noticed that it took longer and required more rubbing to get the sunscreen to absorb. And even then, I felt like there was just the smallest hint of a white cast.-The second ""trick"" (or more of a notice) is that you have to give the sunscreen about 10 min to absorb. It will look like you will have a white cast right after you first apply, but after 10 min, it absorbs and clears up. So factor that time into your morning routine.-It goes great under makeup. I use liquid and stick foundations (with some powder over), and I have not noticed any change in application. I used to have very oily skin (particularly t-zone), but my skin is more normal now since I've been using tretinoin.-You may think that the sunscreen will make your face shiny or sticky upon first application, but it doesn't. Again, give it about 10 min to absorb.","Reviewed in the United States on October 21, 2021","5.0 out of 5 stars
Awesome Mineral Sunscreen for Melanated Skin (No White Cast)",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
38,We bought this product for our baby and for the family to have a non-toxic sunscreen. It works like any ordinary sunscreen and gets the job done. But I will warn you it’s much thicker and you may look like a ghost at first! It eventually absorbs and I love this brands reputation! We have bought several other products of theirs and been very happy!,"Reviewed in the United States on July 8, 2023","4.0 out of 5 stars
So far, so good!",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
39,"Ive been having trouble finding a natural spf 50 sunscreen that doesn’t sting my eyes for so long. The BoJ one stung like crazy and dried my eyes out so I couldn’t even finish half the bottle.Pipette, however, feels amazing on my skin. It does leave a white cast on darker skin, but since I’m pretty pale, it gives me a lovely glow and bright look. Will definitely repurchase when I’m done with my first bottle!","Reviewed in the United States on June 26, 2023","4.0 out of 5 stars
Doesn’t irritate my skin!",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
40,"I used to wear Artistry sunscreen but the price was exorbitant, $43 for 1.0fl. oz. I switched to Neutrogena, a chemical sunscreen and my skin had a reaction to it. It smelled chemical-like, and I couldn’t tell how heavy it was until I switched back to mineral sunscreen.If you’ve had and are currently wearing sunscreens that have ingredients similar to the Neutrogena Ultra Sheer below, you’d see a huge difference in both the application and the touch of the Pipette sunscreen on your skin. This Pipette sunscreen feels very light on my skin, I haven’t had any reaction to it, and it doesn’t make my skin sweaty or sticky.This brand also advertises that the sunscreen can be washed down easily with water, and this is true as I haven’t had any troubles washing and cleaning my face at the end of the day, which was a big difference compared to the chemical sunscreen, where I always had this sticky feeling trying to clean it off my skin. As most sunscreens out there, you do need to reapply every 2-3 hours if you’re out about in the sun most of the day to keep it as effective as possible in protecting your skin.In terms of whitecast, as a few other users have mentioned in their reviews, I avoid it by applying a small amount twice. I don’t splash a whole chunk of sunscreen on my face at one time because — this is a mineral sunscreen with zinc oxide, and I noticed that zinc oxide is one of the main ingredients that make your face go white if applied too much. So, I make sure to dab small dots around my skin and blend it well before applying another layer. You do this to your neck as well, you don’t want to leave your neck’s skin color unmatched to your face and be vulnerable to the sunlight. After a few minutes, your skin will look just fine.Of course, I do expect that my face may glow a bit whiter than other parts, but it just means people may know you’re wearing sunscreen to protect yourself. And this varies between different skin types too. I’m Asian so I have a warm-ish-yellow undertone, and this sunscreen suits me well.","Reviewed in the United States on July 1, 2022","5.0 out of 5 stars
Mineral Sunscreen",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
41,"I'm very fair so it doesn't particularly matter to me, but this does leave somewhat of a pale violet cast that I could see being frustrating for those with deeper complexions. However, it has a beautiful finish, and makeup performs well on top of it after it has set down for a few minutes. I would recommend this for other pale people like me.","Reviewed in the United States on June 27, 2023","4.0 out of 5 stars
Leaves a cast but also a glow",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
42,"One of the few things I can put on my face that doesn't break me out. There's a slight whitecast, but that goes away after letting it soak into your skin for a few minutes. And it sits well under makeup. Great product especially at this price point.","Reviewed in the United States on August 30, 2023","5.0 out of 5 stars
Overall great sunscreen",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
43,I love all Pipette products. They’re clean and have a fragrance free option. This does as it’s suppose to. Just don’t forget to reapply every 50 minutes. Will be buying more as soon as I run out.,"Reviewed in the United States on September 5, 2023","5.0 out of 5 stars
Good product",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
44,"I was starting to have red, irritated patches in varying spots (my forehead, cheeks, above my nose and nose) that I had chalked up to tretinoin irritation/sensitivity. I finished off a way less cosmetically elegant zinc sunscreen while working from home for a week or so and my skin recovered. Then, I switched to this fully for a couple days, and when the redness and irritation came back, I had my suspicions this was the culprit, and searched reviews - yep, I seem to be one of the unfortunate folks who are reacting to something in this sunscreen, even if my reaction is (thankfully) not as bad as many.I will say I totally loved how this felt on my skin, the minimal white cast, and was fine with the greasiness and the hydration it provided considering how drying most zinc only sunscreens are - the dewy look is in, anyway. My skin has broken out from many other sunscreens I've trialed, so I was so happy this NEVER caused breakouts for me.I had spot tested this on my jaw for a few days before putting it all over my face, and the jaw area never had reactions, so I'd recommend that while testing this out, you try somewhere you tend to breakout (jaw/chin for me), and then also a more sensitive area (maybe a cheek?) before putting it all over - even if you're not someone who rarely gets rashes or allergic reactions to products.This is a very affordable sunscreen, in addition to being the most cosmetically elegant mineral one I've ever used (including the now discontinued topix replenix sheer physical spray and cream), if it works for you! I'm so bummed that wasn't the case for me. I have no idea what the culprit irritating ingredient is, but if they ever reformulate, I'd absolutely try it again.","Reviewed in the United States on February 25, 2023","3.0 out of 5 stars
Wanted to love this - but it makes my skin itchy and red",3.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
45,"This sunscree has the best ingredients ever, it's safe for your health, it's doing the job plus doesn't give dryness to your skin like most mineral products","Reviewed in the United States on September 9, 2023","5.0 out of 5 stars
Miniral sunscreen, great moisturer",5.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
46,"The media could not be loaded. Pipette SPF 50 is probably the most lotion-like mineral sunscreen I’ve ever applied, so immediately it stood out to me. I loved it initially because application is a breeze. It’s so smooth and rubs in like a non-SPF lotion. But that initial impression quickly faded when it stayed sticky and shiny on my skin until I finally washed it off at the end of the night. Everything sticked to me when I wore this and it wasn’t a feeling I could get used to.The high percentage of squalane is probably to blame for the stickiness and shininess. Some people may enjoy the shine and perceive it as dewiness. My skin doesn’t take well to any high-oil products and generally they just sit on top of my skin, despite how light of an oil squalane is. If your skin loves and absorbs oil well, you may have a better experience with this product.As far as protection goes, 20% zinc oxide is very ideal for good UVA and UVB protection. Despite the high zinc oxide percentage, there’s virtually no white-cast (at least on my NC20 skin), and I’m not sure how Pipette succeeded in doing this but it’s impressive. They claim to not use non-nano zinc but from what I understand, there isn’t strong regulation on what is considered nano and non-nano zinc. I really don’t know what to think.As advertised, this sunscreen rinses off easily since it’s not water-resistant. This is obviously a pro for babies because you don’t want to have to scrub it aggressively off your baby at any point. But this also means it’s not a product that I’d want to use if I’m working out outdoors or swimming.","Reviewed in the United States on September 16, 2022","4.0 out of 5 stars
Lotion-like experience",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
47,"UPDATE:- Unfortunately there is a white cast under artificial light. If i'm under the sun it is fine so I would recommend this for beaches/hikes/runs etc. However, I would not wear this in the office as I become grey.ORIGINAL REVIEW:For reference I have dry and sensitive skin and was using a chemical sunscreen beforehand but am moving to use tret so I wanted a mineral sunscreen.[ THE PHOTO IS MY SKIN WITH THE SUNSCREEN ON, BARELY / NO WHITE CAST]I have tanish/lighter skin and other mineral moisturizers left a white cast on me (Cerave especially and Aveeno children's mineral sunscreen). The supergoop sunscreen also made me breakout which may be due to the silicone.In terms of this mineral sunscreen:1. It has a very very very faint/nonexistent white tint on my skin tone. But it is easily blendable if I keep rubbing it into my face.2. It is very moisturizing. Some people may not like this if they do not like stickier sunscreens, but I do not like the chalky texture of many mineral sunscreens and this sunscreen actually moisturizes my skin pretty well given that I have dry skin/will be using drying chemicals.3. I did not breakout from this sunscreen at all. My skin did not react in any type of way—though it has to other sunscreens in the past.4. Getting this sunscreen off is not difficult. I use an oil cleanser than use the Cerave foaming cleanser at night and I am able to get this off easily.5. This suncreen does not pill when I use the Aveeno lotion (Green Daily Moisturizing Lotion), but it does pill if I use the Cerave Moisturizing cream so please be aware for anyone else using this. I am able to reapply it multiple times without pilling.Overall, I am a big fan of this sunscreen as I have no breakouts, it's easy to apply, doesn't pill with my Aveeno lotion, and is pretty moisturizing!","Reviewed in the United States on December 31, 2022","3.0 out of 5 stars
[EDITTED 5STARS --> 3 STARS] Moisturizing, no Breakouts EDIT: BUT WHITE CAST under artificial light!",3.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
48,"I bought this sunscreen because it's free of many harmful ingredients in other sunscreens. It spreads well, but if you put on too much it leaves a white cast. For everyday use, if I use a smaller amount there is no white cast, and since it's SPF 50 using less is still quite protective. On the other hand, I applied it liberally for a day out skiing and wasn't sunburned at all by the end, so I'd say it works well!","Reviewed in the United States on May 28, 2023","4.0 out of 5 stars
Good sunscreen with healthy ingredients",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
49,"The spf value and texture are actually really nice considering the amount of zinc oxide in the formula. I am a white person but I have warm olive undertones and this kind of showed up purple on my skin, but it usually went away after about an hour.My main gripe is that this really dried out and irritated my eye area, and this was the only product that changed in my skincare routine. I usually wear cerave lotion on the face followed by the BGS kid’s sunscreen spf 50. It works great. When I wear this stuff, it seriously dries out my eyelids. Within the first hour they look and feel tight and dry. I wore this stuff for two weeks and it made my eyelids peel and shed. It wasn’t necessarily painful, but it was extremely uncomfortable and jarring to have sizable rolls of skin coming off of my eyelids & eye area whenever I touched them. I also tried this product because my BGS uses organic UV filters so there is always going to be eye sting. This one stings about the same amount. I’m not reallly sure what I was expecting but this stuff really dries out my actual eyeballs and my contacts. This is a hard pass around the eyes and eye region, at least for me.On the rest of my face, though, this worked fine. It didn’t really aggravate or pacify my acne, which is fine, and it didn’t necessarily leave me feeling more or less dry in those areas, like my mouth, cheeks, and jaw.  Around my hairline, this kind of has trouble blending in, but that’s a product of mineral sunscreens period. My stubble also really struggled with this. I think the texture and consistency of this stuff is more suitable on the body, but I’d use it on my face if I was out of my daily stuff. The texture of it is really nice. I like to look lacquered, shiny, and glowy, and this product can certainly accomplish that.Overall, not sure why it doesn’t work out for my around my eyes but it’s pretty good for places that aren’t my eyes or under eyes.","Reviewed in the United States on December 2, 2022","3.0 out of 5 stars
Dried out my eyelids 😑",3.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
